!起始函號	!大正藏	!永樂北	!永樂北函	!乾隆	!乾隆函	!經名	!作譯者	!卷數
						一切如來白傘蓋大佛頂陀羅尼	遼 慈賢譯	1
	0889	1012	(川)	1013	(川)	一切如來大祕密王未曾有最上微妙大曼拏羅經	宋 天息災譯	5
	0960	1063	(言)	1064	(言)	一切如來說佛頂輪王一百八名讚	宋 施護譯	1
	0885	1021	(息)	1022	(息)	佛說一切如來金剛三業最上祕密大教王經	宋 施護譯	7
	1135	0954	(興)	0955	(興)	佛說一切如來金剛壽命陀羅尼經	唐 不空譯	1
	1350	0913	(深)	0914	(深)	佛說一切如來名號陀羅尼經	宋 法賢譯	1
	0978	0865	(臨)	0866	(臨)	佛說一切如來烏瑟膩沙最勝總持經	宋 法天譯	1
	1022A	0951	(興)	0952	(興)	一切如來心祕密全身舍利寶篋印陀羅尼經	唐 不空譯	1
	1022B					一切如來心祕密全身舍利寶篋印陀羅尼經	唐 不空譯	1
	0882	1011	(盛川)	1012	(盛川)	佛說一切如來真實攝大乘現證三昧大教王經	宋 施護等譯	30
	1023	0797	(忠)	0798	(忠)	一切如來正法祕密篋印心陀羅尼經	宋 施護譯	1
	0183	0415	(信)	0416	(信)	一切智光明仙人慈心因緣不食肉經	失譯	1
	1136					佛說一切諸如來心光明加持普賢菩薩延命金剛最勝陀羅尼經	唐 不空譯	1
	1017	0354	(莫)	0355	(莫)	佛說一向出生菩薩經	隋 闍那崛多譯	1
	0954B					一字頂輪王念誦儀軌		1
	0951	0527	(克)	0528	(克)	一字佛頂輪王經	唐 菩提流志譯	5
	0954A	1426	(鍾)	1427	(鍾)	一字頂輪王念誦儀軌	唐 不空譯	1
	0948	1393	(杜)	1394	(杜)	金輪王佛頂要略念誦法	唐 不空譯	1
	0953	1017	(不)	1018	(不)	一字奇特佛頂經	唐 不空譯	3
	1573	1204	(沛)	1205	(沛)	壹輸盧迦論	龍樹菩薩造　後魏 瞿曇般若留支譯	1
	0219	0943	(夙)	0944	(夙)	醫喻經	宋 施護譯	1
						遺教經補註	宋 守遂註　明 了童補註	1
						遺教經解	明 智旭述	1
	1529	1201	(顛)	1202	(顛)	遺教經論	天親菩薩造　陳 真諦譯	1
						遺教經論記	宋 觀復述	3
						遺教經論住法記	宋 元照述	1
						遺教經注	失注釋人名	1
	0310-s39					移識經	隋 闍那崛多譯	2
	0095	0980	(斯)	0981	(斯)	蟻喻經	宋 施護譯	1
	0082	0607	(善)	0608	(善)	意經	西晉 竺法護譯	1
						義公禪師語錄		1
	0198	0669	(璧)	0670	(璧)	佛說義足經	吳 支謙譯	2
						翼庵禪師語錄		1
						逸叟高禪師語錄		1
	2031	1278	(席)	1279	(席)	異部宗輪論	世友菩薩造　唐 玄奘譯	1
						異部宗輪論疏	失譯	1
						異部宗輪論疏述記	唐 窺基記	1
						因果本起經	失譯	1
						因明論解		
	1630	1208	(沛)	1209	(沛)	因明入正理論	商羯羅主菩薩造　唐 玄奘譯	1
						因明入正理論集解	明 王肯堂集釋	1
						因明入正理論解	明 真界集解	1
	1840					因明入正理論疏	唐 窺基撰	3
						因明入正理論疏	唐 文軌述	3
						因明入正理論疏抄略記	唐 智周撰	1
						因明入正理論疏前記後記	唐 智周撰	6
						因明入正理論續疏	唐 慧沼述	2
	1841					因明義斷	唐 慧沼撰	1
	1842					因明入正理論義纂要	唐 慧沼集	1
						因明入正理論直解	明 智旭述	1
						因明入正理論直疏	明 明昱疏	1
						因明正理論過類疏	唐 窺基撰	1
	1629	1215	(匪)	1216	(匪)	因明正理門論	大域龍菩薩造　唐 義淨譯	1
	1628	1216	(匪)	1217	(匪)	因明正理門論本	大域龍菩薩造　唐 玄奘譯	1
	0749	0775	(竭)	0776	(竭)	佛說因緣僧護經	失譯	1
	1654-s1					因緣心論頌	失譯	1
	1654-s2					因緣心論釋	失譯	1
	0603	0774	(竭)	0775	(竭)	陰持入經	後漢 安世高譯	2
	1694					陰持入經註	吳 陳慧撰	2
	0179	0266	(良)	0267	(良)	銀色女經	元魏 佛陀扇多譯	1
						隱山璨禪師語要		1
						隱元禪師語錄		1
						應菴曇華禪師語錄	(嗣法) 守詮 等編	10
	0083	0608	(善)	0609	(善)	應法經	西晉 竺法護譯	1
						瓔珞本業經疏	新羅 元曉撰	2
	0397-p01					瓔珞經	北涼 曇無讖譯	1
						瓔珞應嚴方便品經		1
	0079	0605	(善)	0606	(善)	鸚鵡經	劉宋 求那跋陀羅譯	1
						嬰甯禪師語錄		1
						影響集	清 尼量海著	1
						永濟禪師語錄		1
						永嘉禪宗集註	明 傳燈重編並註	2
	2014				(俊)	永嘉證道歌	唐 玄覺撰	1
						永覺元賢禪師廣錄	(嗣法) 道霈 重編	30
						永明道蹟	宋 大壑輯	1
				1593	(郡)	心賦注	宋 延壽述	4
	2018	1644	(素)			永明智覺禪師唯心訣	宋 延壽撰	1
	2583					永平元和尚頌古	日本 道元語、侍者詮慧等編	1
	1466	1103	(初)	1104	(初)	優波離問佛經	宋 求那跋摩譯	1
	1488	1082	(定)	1083	(定)	優婆塞戒經	北涼 曇無讖譯	7
	1476	1108	(初)	1109	(初)	佛說優婆塞五戒相經	宋 求那跋摩譯	1
	0088	0571	(緣)	0572	(緣)	優陂夷墮舍迦經	失譯	1
	0579	0501	(行)	0502	(行)	優婆夷淨行法門經	失譯	2
						優婆夷志	清 圓信較定　郭凝之彙編	1
	0332	0035	(衣)	0035	(衣)	佛說優填王經	西晉 法炬譯	1
	2089					遊方記抄		1
	1965					遊心安樂道	新羅 元曉撰	1
	0568	0338	(莫)	0339	(莫)	有德女所問大乘經	唐 菩提流志譯	1
	0700	0453	(景)	0454	(景)	右繞佛塔功德經	唐 實叉難陀譯	1
	0979					于瑟抳沙毘左野陀囉尼	高麗 指空譯	1
						於密滲施食旨[既/木]	清 法藏著	1
	0890	1016	(流)	1017	(流)	佛說瑜伽大教王經	宋 法賢譯	5
	1318	0979	(斯)	0980	(斯)	瑜伽集要救阿難陀羅尼焰口軌儀經	唐 不空譯	1
	1320	1459	(漆)	1460	(漆)	瑜伽集要焰口施食儀	唐 不空譯	1
						瑜伽集要施食儀軌	明 袾宏重訂	1
						瑜伽論劫章頌	唐 窺基撰	1
	0880	1046	(止)	1047	(止)	瑜伽金剛頂經釋字母品	唐 不空譯	1
	1177A	1038	(容)	1039	(容)	大乘瑜伽金剛性海曼殊室利千臂千[金*本]大教王經	唐 不空譯	10
	1032	1421	(鍾)	1422	(鍾)	瑜伽蓮華部念誦法	唐 不空譯	1
	1828					瑜伽論記	唐 遁倫集撰	24
	1829					瑜伽師地論略纂	唐 窺基撰	16
	1579	1163	(猶-氣)	1164	(猶-氣)	瑜伽師地論	彌勒菩薩說　唐 玄奘譯	100
	1580	1193	(退)	1194	(退)	瑜伽師地論釋	最勝子等造　唐 玄奘譯	1
						瑜伽師地論義演	清素述	41
						瑜伽集要焰口施食儀	唐 不空譯	
						瑜伽燄口註集纂要儀軌	清 寂暹纂	2
	0955	1323	(既)	1324	(既)	一字頂輪王瑜伽觀行儀軌	唐 不空譯	1
	0685	0298	(知)	0299	(知)	佛說盂蘭盆經	西晉 竺法護譯	1
						盂蘭盆經略疏	清 元奇書	1
	1792	1593	(百)	1564	(沙)	佛說盂蘭盆經疏	唐 宗密述	2
						盂蘭盆經疏鈔餘義	宋 日新錄	1
						盂蘭盆經疏會古通今記	宋 普觀述	2
						盂蘭盆經疏孝衡鈔	宋 遇榮鈔	2
						盂蘭盆經疏孝衡鈔科		1
						盂蘭盆經疏新記	唐 宗密疏　宋 元照記	2
						盂蘭盆經疏折中疏	清 靈耀撰	1
						盂蘭盆經新疏	明 智旭疏	1
						愚菴智及禪師語錄	(門人) 觀通．溥震．正除．希顏．忻悟．寶盈．至寶．慧鏡．護位．道彝 等編	10
						愚者禪師語錄		
						俞昭禪師語錄		1
	1163	0956	(興)	0957	(興)	佛說雨寶陀羅尼經	唐 不空譯	1
						予雍如禪師語錄		1
						佛說預修十王生七經	唐 藏川述	1
						玉皇本行集經		1
						玉皇經		1
						玉眉禪師語錄		
	0143	0635	(慶)	0636	(慶)	玉耶經	東晉 竺曇無蘭譯	1
	0142a					佛說玉耶女經	失譯	1
	0142b	0636	(慶)	0637	(慶)	玉耶女經	失譯	1
	0323	0031	(衣)	0031	(衣)	郁迦羅越問菩薩行經	西晉 竺法護譯	1
				1667	(林-即)	御選語錄	清 世宗皇帝御選	19
	0698	0289	(知)	0290	(知)	浴佛功德經	唐 義淨譯	1
	0697	0288	(知)	0289	(知)	佛說浴像功德經	唐 寶思惟譯	1
	1322					新集浴像儀軌	唐 慧琳述	1
						鴛湖禪師語錄		1
						元潔禪師語錄		1
				1611	(岩)	元叟行端禪師語錄	(門人) 法林．曇噩．祖銘．梵琦 等編	8
	0028	0984	(斯)	0985	(斯)	園生樹經	宋 施護譯	1
						圓頓宗眼	宋 法登述	1
						圓覺經鈔辨疑誤	宋 觀復撰	2
				1563	(威沙)	圓覺經大疏	唐 宗密述	12
						圓覺經大疏鈔科	唐 宗密製	3
						圓覺經大疏釋義鈔	唐 宗密撰	26
						圓覺經道場略本修證儀	宋 淨源 錄	1
						圓覺經道場修證儀	唐 宗密 述	18
						圓覺經集註	宋 元粹述	2
						圓覺經夾頌集解講義	宋 周琪述	12
						圓覺經近釋	明 通潤述	6
						圓覺經精解評林	明 焦竑纂	1
						圓覺經句釋正白	清 弘麗著	6
						圓覺經類解	宋 行霆解	8
	1795			1561	(最)	大方廣圓覺修多羅了義經略疏	唐 宗密述	2
						圓覺經略疏科	失撰人名	1
						圓覺經略疏序注	宋 如山注	1
		1621	(治本於)	1562	(最精宣)	圓覺經略疏鈔	唐 宗密(於大疏略出)	12
						圓覺經疏鈔隨文要解	元 清遠述	12
						圓覺經心鏡	宋 智聰述	6
						圓覺經要解	明 寂正要解	2
						圓覺經佚文	日本 松本文三郎序	1
						御註圓覺經	宋 孝宗帝註	2
						圓覺經析義疏	清 通理述	4
						圓覺經直解	明 德清解	2
	0842	0422	(難)	0423	(難)	大方廣圓覺修多羅了義經	唐 佛陀多羅譯	1
	2548					圓通大應國師語錄	日本 南浦紹明語、侍者祖照等編	2
	1997	1523	(漢惠)	1597	(門紫)	圓悟佛果禪師語錄	宋 紹隆等編	20
						圓宗文類	高麗 義天集	2
	0037	0597	(善)	0598	(善)	緣本致經	失譯	1
	0124	0623	(善)	0624	(善)	緣起經	唐 玄奘譯	1
	0714	0274	(良)	0275	(良)	緣起聖道經	唐 玄奘譯	1
	0716	0137	(賴)	0137	(賴)	緣生初勝分法本經	隋 達摩笈多譯	2
	1652	1219	(匪)	1220	(匪)	緣生論	[爵-(采-木)+(樊-大)]楞迦造　隋 達磨笈多譯	1
	1653	1306	(右)	1307	(右)	大乘緣生論	[爵-(采-木)+(樊-大)]楞迦造　唐 不空譯	1
						御製緣識		5
						遠庵禪師語錄		
						閱經十二種	清 淨挺著	14
	0537	0706	(敬)	0707	(敬)	佛說越難經	西晉 聶承遠譯	1
						月幢禪師語錄		1
	0639	0186	(女)	0187	(女)	月燈三昧經	高齊 那連提耶舍譯	10
	0640	0187	(慕)	0188	(慕)	佛說月燈三昧經	劉宋 先公譯	1
	0166	0846	(盡)	0847	(盡)	月光菩薩經	宋 法賢譯	1
	0534	0225	(潔)	0226	(潔)	佛說月光童子經	西晉 竺法護譯	1
						月[石*間]禪師語錄	(嗣法) 妙寅、(侍者) 法嚴．德圓．覺靜．永仁．宗煥 等編	2
						月江正印禪師語錄	(門人) 居簡．妙心．大機．慧忠．可橖．祖安．具德．宗滿．自然．慧觀．壽椿．德粹．思敬．良圭．景行．本真．紹宗．文闡．寶生．文藻．自成 編	3
						月林師觀禪師語錄	(侍者) 法寶．法[王*壽]．慶會．法清．有宗．惟珪．道果．慧開．德秀 編	1
	0169	0508	(維)	0509	(維)	月明菩薩經	吳 支謙譯	1
	0480	0436	(染)	0437	(染)	佛說月上女經	隋 闍那崛多譯	2
	0121	0942	(夙)	0943	(夙)	佛說月喻經	宋 施護譯	1
	0397-p15	0059	(虞)	0059	(虞)	大方等大集月藏經	高齊 那連提耶舍譯	10
						雲庵禪師語錄		1
						雲腹禪師語錄		1
						雲谷和尚語錄	(參學) 宗敬．道傑．惟能．宗[山/乃]．祖祿 編	2
						雲幻禪師語錄		1
	1988					雲門匡真禪師廣錄	宋 守堅集	3
						雲門麥浪懷禪師宗門設難	明 許元釗 錄	1
						雲棲淨土彙語	清 虞執西．嚴培西 同錄	1
						雲叟禪師語錄		1
						雲外雲岫禪師語錄	(小師) 士慘 編	1
						雲峨禪師語錄		1
						雲臥紀譚	宋 曉瑩錄	2
						運菴普巖禪師語錄	(侍者) 元靖．智能．惟衍 編	1
	0099	0539	(穀-堂)	0540	(穀-堂)	雜阿含經	劉宋 求那跋陀羅譯	50
	0101	0542	(因)	0543	(因)	雜阿含經	失譯	1
	1552	1279	(鼓瑟)	1280	(鼓瑟)	雜阿毘曇心論	尊者法救造　宋 僧伽跋摩等譯	11
	0203	1321	(既)	1322	(既)	雜寶藏經	元魏 吉迦夜共曇曜譯	10
	0204	1364	(英)	1365	(英)	雜譬喻經	後漢 支婁迦讖譯	1
	0205	1360	(群)	1361	(群)	雜譬喻經	失譯	2
	0207					雜譬喻經	道略集	1
	0745	0671	(璧)	0672	(璧)	佛說雜藏經	東晉 法顯譯	1
						在家律要廣集	明 智旭集　清 儀潤．陳熙願 增訂	3
	1978					讚阿彌陀佛偈	後魏 曇鸞撰	1
	1675	1064	(言)	1065	(言)	讚法界頌	龍樹菩薩造　宋 施護譯	1
	1052	1071	(言)	1072	(言)	讚觀世音菩薩頌	唐 慧智譯	1
	1106	0809	(則)	0810	(則)	讚揚聖德多羅菩薩一百八名經	宋 天息災譯	1
	0693	0285	(知)	0286	(知)	佛說造立形像福報經	闕譯	1
	0699	0518	(維)	0519	(維)	佛說造塔功德經	唐 地婆訶羅譯	1
	1026					佛說造塔延命功德經	唐 般若譯	1
	0694	0283	(知)	0284	(知)	佛說大乘造像功德經	唐 提雲般若譯	2
						造像量度經	清 工布查布譯	1
	1419					佛說造像量度經解	清 工布查布譯解	1
	1419-t1					造像量度經續補	清 工布查布述	1
	1372	0869	(臨)	0870	(臨)	增慧陀羅尼經	宋 施護譯	1
	0125	0538	(形-空)	0539	(形-空)	增壹阿含經	東晉 瞿曇僧伽提婆譯	51
						緇門崇行錄	明 袾宏輯	1
	2023	1636	(我)	1625	(我)	緇門警訓	明 如巹續集	10
						緇門世譜	清 明喜撰輯	1
						子肅禪師語錄		1
						梓舟禪師語錄		1
						紫柏尊者別集	明 錢謙益 纂閱	4
				1633	(新勸賞)	紫柏尊者全集	明 德清 閱	30
	0742	0745	(當)	0746	(當)	佛說自愛經	東晉 竺曇無蘭譯	1
	0622	0277	(良)	0278	(良)	佛說自誓三昧經	後漢 安世高譯	1
						自閑禪師語錄		1
	0420	0078	(發)	0078	(發)	自在王菩薩經	姚秦 鳩摩羅什譯	2
				1654	(其)	宗寶道獨禪師語錄	(法孫) 今釋 重編	6
						宗範	清 錢伊庵編緝	2
						宗鑑法林	清 集雲堂編	72
						宗教律諸宗演派	清 守一重編	1
				1668	(兩疏)	御錄宗鏡大綱	清 世宗御錄	20
	2016	1481	(策-溪)	1595	(秦-亭)	宗鏡錄	宋 延壽集	100
						宗門寶積錄	清 本晳 輯	1
						宗門拈古彙集	清 淨符彙集	45
						宗門十規論	唐 文益撰	1
		1518	(扶傾綺)			宗門統要正續集	宋 宗永集　元 清茂編集	20
						宗門玄鑑圖	明 [虎-儿+丘]一撰	1
						宗統編年	清 紀蔭編纂	32
	0299	0779	(力)	0780	(力)	大方廣總持寶光明經	宋 法天譯	5
	0275	0248	(才)	0249	(才)	大乘方廣總持經	隋 毘尼多流支譯	1
						總勘文鈔	日本 日蓮撰	1
	0902					總釋陀羅尼義讚	唐 不空譯	1
						祖燈大統	清 白岩位中輯	98
						祖揆禪師語錄		1
						祖亮禪師語錄		1
						祖庭鉗鎚錄	明 通容輯著	2
						祖庭事苑	宋 善卿編正	8
						祖庭指南	清 徐昌治編述	2
	0724	0701	(敬)	0702	(敬)	佛說罪業應報教化地獄經	後漢 安世高譯	1
	2011					最上乘論	唐 弘忍述	1
	1128	0863	(臨)	0864	(臨)	最上大乘金剛大教寶王經	宋 法天譯	2
						最上燈明如來陀羅尼經	宋 施護譯	1
	0244	1031	(澄)	1032	(澄)	佛說最上根本大樂金剛不空三昧大教王經	宋 法賢譯	7
	1288	1032	(澄)	1033	(澄)	佛說最上祕密那拏天經	宋 法賢譯	3
	1408	0825	(則)	0826	(則)	佛說最上意陀羅尼經	宋 施護譯	1
	0974A	0790	(忠)	0791	(忠)	最勝佛頂陀羅尼經	宋 法天譯	1
	0970	0346	(莫)	0347	(莫)	最勝佛頂陀羅尼淨除業障咒經	唐 地婆訶羅譯	1
	1187	1400	(槁)	1401	(槁)	佛說最勝妙吉祥根本智最上祕密一切名義三摩地分	宋 施護譯	2
	0691	0264	(良)	0265	(良)	最無比經	唐 玄奘譯	1
	0845	0893	(臨)	0894	(臨)	佛說尊那經	宋 法賢譯	1
	1549	1281	(吹笙)	1282	(吹笙)	尊婆須蜜菩薩所集論	尊婆須蜜造　符秦 僧伽跋澄等譯	10
	0077	0604	(善)	0605	(善)	尊上經	西晉 竺法護譯	1
	1413	0828	(則)	0829	(則)	佛說尊勝大明王經	宋 施護譯	1
	0973					尊勝佛頂脩瑜伽法軌儀	唐 善無畏譯	2
	1343	0370	(罔)	0371	(罔)	尊勝菩薩所問一切諸法入無量門陀羅尼經	北齊 萬天懿譯	1
						尊勝陀羅尼真言	失譯	1
	0692	0284	(知)	0285	(知)	佛說作佛形像經	闕譯	1
						作世水宅心陀羅尼		1
	0614	1342	(墳)	1343	(墳)	坐禪三昧經	姚秦 鳩摩羅什譯	2
	2586					坐禪用心記	日本 瑩山紹瑾撰	1
						坐禪箴	日本 永平寺道元撰	1
	0087	0572	(緣)	0573	(緣)	齋經	吳 支謙譯	1
						佛說齋經科註	明 智旭科註	1
	0064	0595	(善)	0596	(善)	瞻婆比丘經	西晉 法炬譯	1
	0518	0768	(當)	0769	(當)	佛說旃陀越國王經	劉宋 沮渠京聲譯	1
	0805	0771	(當)	0772	(當)	佛說栴檀樹經	失譯	1
	1387	0881	(臨)	0882	(臨)	佛說栴檀香身陀羅尼經	宋 法賢譯	1
						湛然圓澄禪師語錄	(門人) 明凡 錄　丁元公．祁駿隹 編	8
	0839	0459	(景)	0460	(景)	占察善惡業報經	隋 菩提燈譯	2
						占察善惡業報經玄義	明 智旭撰	1
						占察善惡業報經行法	明 智旭集	1
						占察善惡業報經義疏	明 智旭撰	2
						占察玄義疏		
	1645	1312	(通)	1313	(通)	彰所知論	發合思巴造　元 沙羅巴譯	2
	1578	1230	(性)	1231	(性)	大乘掌珍論	清辯菩薩造　唐 玄奘譯	2
						掌珍論疏		1
	1621	1248	(逸)	1249	(逸)	掌中論	陳那菩薩造　唐 義淨譯	1
	0572	0411	(信)	0412	(信)	佛說長者法志妻經	失譯	1
	0580	0414	(信)	0415	(信)	佛說長者女菴提遮師子吼了義經	失譯	1
	0074	0842	(盡)	0843	(盡)	長者施報經	宋 法天譯	1
	0531	0703	(敬)	0704	(敬)	佛說長者音悅經	吳 支謙譯	1
	0525	0689	(敬)	0690	(敬)	佛說長者子懊惱三處經	後漢 安世高譯	1
	0134	0615	(善)	0616	(善)	佛說長者子六過出家經	劉宋 慧簡譯	1
	0526	0222	(潔)	0223	(潔)	佛說長者子制經	後漢 安世高譯	1
						丈雪禪師語錄		1
	1858					肇論	後秦 僧肇作	1
						肇論略註	明 德清述	6
						肇論疏	晉 惠達撰	3
	1859					肇論疏	唐 元康撰	3
						肇論疏科	宋 遵式排定	1
						注肇論疏	宋 遵式述	6
	1860	1619	(杳)	1607	(洞)	肇論新疏	元 文才述	3
		1620	(冥)		(洞)	肇論新疏游刃	宋 文才述	3
						夾科肇論序注	宋 曉月注	1
						趙州禪師語錄		1
						蔗庵禪師語録		
	2112	1491	(微)	1540	(俊)	甄正論	唐 玄嶷撰	3
	2157					貞元新定釋教目錄	唐 圓照撰	30
						真唯識量略解	明 智旭略解	1
						真歇清了禪師語錄	(侍者) 德初．義初 等編	2
	2019A	1641	(敦)	1627	(藝)	真心直說	高麗 知訥撰	1
	0263	0134	(木)	0134	(木)	正法華經	西晉 竺法護譯	10
	0721	0674	(非-資)	0675	(非-資)	正法念處經	元魏 瞿曇般若流支譯	70
						正法眼藏	宋 宗杲集並著語	3
	1496	0269	(良)	0270	(良)	佛說正恭敬經	元魏 佛陀扇多譯	1
						正了知王藥叉眷屬法	唐 義淨譯	1
						正名錄	智楷惟直氏述	14
						正行集	元 清覺述	1
						正源略集	清 際源．了貞 輯、達珍 編	15
						正源略集補遺	清 達珍編	1
						正源略集目錄		1
						正宗心印後續聯芳	明 善燦著	1
						證道歌頌	宋 法泉繼頌	1
						證道歌註	宋 知訥述	1
						證道歌註	宋 彥琪註	1
						證道歌註	元 永盛述　德弘編	1
	0674	0191	(慕)	0192	(慕)	證契大乘經	唐 地婆訶羅譯	2
						知空蘊禪師語錄		1
						芝岩禪師語錄		1
						芝園集	宋 元照作	2
						補續芝園集	宋 元照撰	1
						芝園遺編	宋 元照錄　道詢集	3
						指月錄	明 瞿汝稷集	32
	1914	1570	(起)	1548	(寔)	止觀大意	唐 湛然述	1
	1924	1534	(途)	1476	(轂)	大乘止觀法門	陳 慧思說	4
				1648	(理)	大乘止觀法門釋要	明 智旭述	6
						大乘止觀法門宗圓記	宋 了然述	5
	1912	1531	(魏-假)			止觀輔行傳弘決	唐 湛然述	10
	1655	1217	(匪)	1218	(匪)	止觀門論頌	世親菩薩造　唐 義淨譯	1
						止觀述記	諦閑說　聖性．聖心筆記　勝觀演述	1
	1913	1533	(途)			止觀義例	唐 湛然述	2
		1604	(岳)	1616	(農)	至元法寶勘同總錄	元 慶吉祥等集	10
	0620	0642	(慶)	0643	(慶)	治禪病祕要法	劉宋 沮渠京聲譯	2
	0096	1327	(既)	1328	(既)	治意經	失譯	1
	0214	0695	(敬)	0696	(敬)	猘狗經	吳 支謙譯	1
	1398	0829	(則)	0830	(則)	佛說智光滅一切業障陀羅尼經	宋 施護譯	1
	1397	0491	(行)	0492	(行)	智炬陀羅尼經	唐 提雲般若等譯	1
						智覺禪師自行錄	宋 文[冰-水+中](重校編集)	1
						智覃禪師語錄		1
	0634	1008	(之)	1009	(之)	佛說大乘智印經	宋 智吉祥等譯	5
						智者大師別傳註	宋 曇照註	2
						智智清淨經	唐 玄奘譯	2
	2173					智證大師請來目錄	日本 圓珍撰	1
						智證傳	宋 慧洪撰　覺慈編	1
	0026	0537	(作-立)	0538	(作-立)	中阿含經	東晉 瞿曇僧伽提婆譯	60
	0196	0551	(緣)	0552	(緣)	中本起經	後漢 曇果共康孟詳譯	2
	1599	1241	(情)	1242	(情)	中邊分別論	天親菩薩造　陳 真諦譯	2
						中邊分別論疏	新羅 元曉撰	1
						中部經典	芝峰據日譯本重譯	
	1824					中觀論疏	隋 吉藏撰	10
	1567	1308	(通)	1309	(通)	大乘中觀釋論	安慧菩薩造　宋 惟淨等譯	9
	1564	1172	(箴)	1173	(箴)	中論	龍樹菩薩造　梵志青目釋　姚秦 鳩摩羅什譯	4
	0743	0710	(孝)	0711	(孝)	佛說忠心經	東晉 竺曇無蘭譯	1
	0385	0458	(景)	0459	(景)	中陰經	姚秦 竺佛念譯	2
						終南家業	宋 守一述、行枝編	6
	1337	0342	(莫)	0343	(莫)	種種雜咒經	北周 闍那崛多譯	1
	0208	1358	(群)	1359	(群)	眾經撰雜譬喻	道略集　姚秦 鳩摩羅什譯	2
	1541	1284	(升階)	1285	(升階)	眾事分阿毘曇論	尊者世友造　宋 求那跋陀羅共菩提耶舍譯	12
	0191	0853	(命)	0854	(命)	眾許摩訶帝經	宋 法賢譯	13
						周易禪解		1
	1327	0477	(行)	0478	(行)	佛說咒齒經	東晉 曇無蘭譯	1
	1328	0478	(行)	0479	(行)	佛說咒目經	東晉 竺曇無蘭譯	1
	1338	0327	(能)	0328	(能)	咒三首經	唐 地婆訶羅譯	1
	1326	0476	(行)	0477	(行)	佛說咒時氣病經	東晉 竺曇無蘭譯	1
	1034	0325	(能)	0326	(能)	咒五首	唐 玄奘譯	1
	1329	0479	(行)	0480	(行)	佛說咒小兒經	東晉 竺曇無蘭譯	1
	2176					諸阿闍梨真言密教部類總錄	日本 安然集	2
	0683	0378	(彼)	0379	(彼)	佛說諸德福田經	西晉 法立法炬共譯	1
	0059	0585	(緣)	0586	(緣)	諸法本經	吳 支謙譯	1
	0651	0159	(五)	0159	(五)	佛說諸法本無經	隋 闍那崛多譯	3
	0728					諸法集要經	觀無畏尊者集　宋 日稱等譯	10
	0650	0160	(常)	0160	(常)	諸法無行經	姚秦 鳩摩羅什譯	2
	1923	1535	(除)	1478	(轂)	諸法無諍三昧法門	陳 慧思撰	2
	0822	0208	(潔)	0209	(潔)	佛說諸法勇王經	劉宋 曇摩蜜多譯	1
	0824	0502	(行)	0503	(行)	諸法最上王經	隋 闍那崛多譯	1
						諸方門人參問語錄	唐 慧海撰	1
	1346	0490	(行)	0491	(行)	諸佛集會陀羅尼經	唐 提雲般若等譯	1
	0439	0860	(臨)	0861	(臨)	佛說諸佛經	宋 施護譯	1
	0868					諸佛境界攝真實經	唐 般若譯	3
		1610	(紫-赤)			諸佛世尊如來菩薩尊者名稱歌曲	明太宗朱棣制	51
		1609	(雲-門)	1622	(載南)	諸佛世尊如來菩薩尊者神僧名經	明 太宗御製	20
	0918	0484	(行)	0485	(行)	諸佛心陀羅尼經	唐 玄奘譯	1
	0919	0819	(則)	0820	(則)	諸佛心印陀羅尼經	宋 法天譯	1
	0810	0396	(靡)	0397	(靡)	諸佛要集經	西晉 竺法護譯	2
						諸經日誦		1
	2123	1466	(路俠槐)	1533	(回漢惠)	諸經要集	唐 道世集	20
	1658	1307	(右)	1308	(右)	諸教決定名義論	慈氏菩薩造　宋 施護譯	1
	0282	0103	(率)	0103	(率)	諸菩薩求佛本業經	西晉 聶道真譯	1
						諸上善人詠	明 道衍撰	1
						重編諸天傳	宋 行霆述	2
	1302					諸星母陀羅尼經	唐 法成譯	1
	0758	0795	(忠)	0796	(忠)	佛說諸行有為經	宋 法天譯	1
	2184					新編諸宗教藏總錄	高麗 義天錄	3
						竹菴艸錄	宋 可觀撰	1
						竹庵禪師語錄		1
						竹窗三筆		1
						竹浪禪師語錄		1
						主峰禪師語錄		1
						註華嚴同教一乘策	宋 師會述　希[廷-壬+由]註	1
						註同教問答	宋 師會述　善熹註	1
						顓愚禪師語錄		1
	0109	0652	(慶)	0653	(慶)	佛說轉法輪經	後漢 安世高譯	1
	1533	1197	(顛)	1198	(顛)	轉法輪經憂波提舍	天親菩薩造　元魏 毘目智仙譯	1
	1150					轉法輪菩薩摧魔怨敵法	唐 不空譯	1
	0564	0232	(男)	0233	(男)	佛說轉女身經	劉宋 曇摩蜜多譯	1
	1587	1206	(沛)	1207	(沛)	轉識論	陳 真諦譯	1
	0576	0279	(良)	0280	(良)	佛說轉有經	元魏 佛陀扇多譯	1
	0200	1316	(承)	1317	(承)	撰集百緣經	吳 支謙譯	10
	2026	1457	(漆)	1458	(漆)	撰集三藏及雜藏傳	失譯	1
	2690					撰時抄	日本 日蓮述	1
				1636	(素)	莊子內篇註	明 釋德清註	4
	1050	0776	(竭)	0777	(竭)	佛說大乘莊嚴寶王經	宋 天息災譯	4
	1604	1182	(次弗)	1183	(次弗)	大乘莊嚴經論	無著菩薩造　唐 波羅頗蜜多羅譯	13
	0307	0095	(壹)	0095	(壹)	佛說莊嚴菩提心經	姚秦 鳩摩羅什譯	1
