!起始函號	!大正藏	!永樂北	!永樂北函	!乾隆	!乾隆函	!經名	!作譯者	!卷數
忠03	1355	0793	(忠)	0794	(忠)	佛說聖最上燈明如來陀羅尼經	宋 施護譯	1
臨07	1409	0872	(命)	0873	(臨)	聖最勝陀羅尼經	宋 施護譯	1
	1376	0848	(命)	0849	(命)	佛說聖莊嚴陀羅尼經	宋 施護譯	2
莫10	1363	0356	(莫)	0357	(莫)	勝幢臂印陀羅尼經	唐 玄奘譯	1
命01	1410	0852	(命)	0853	(命)	佛說勝幡瓔珞陀羅尼經	宋 施護譯	1
	1692	0814	(則)	0815	(則)	勝軍化世百喻伽他經	宋 天息災譯	1
斯04	0516	0982	(斯)	0983	(斯)	佛說勝軍王所問經	宋 施護譯	1
推08	0353	0055	(推)	0055	(推)	勝鬘師子吼一乘大方便方廣經	劉宋 求那跋陀羅譯	1
傷06	0587	0184	(傷)	0185	(傷)	勝思惟梵天所問經	元魏 菩提流支譯	6
弗10	1532	1185	(弗)	1186	(弗)	勝思惟梵天所問經論	天親菩薩造　後魏 菩提流支譯	4
羽07	0231	0009	(羽)	0009	(羽)	勝天王般若波羅蜜經	陳 月婆首那譯	7
納10	2138	1287	(納)	1288	(納)	勝宗十句義論	慧月造　唐 玄奘譯	1
福10	0016	0550	(福)	0551	(福)	尸迦羅越六方禮經	後漢 安世高譯	1
能10	1357	0333	(能)	0334	(能)	佛說師子奮迅菩薩所問經	失譯	1
良03	0836	0258	(良)	0259	(良)	大方廣師子吼經	唐 地婆訶羅譯	1
景05	0164	0455	(景)	0456	(景)	師子素馱娑王斷肉經	唐 智嚴譯	1
信05	0176	0409	(信)	0410	(信)	師子月佛本生經	失譯	1
景05	0486	0457	(景)	0458	(景)	師子莊嚴王菩薩請問經	唐 那提譯	1
難08	0702	0423	(難)	0424	(難)	佛說施燈功德經	高齊 那連提耶舍譯	1
通07	1538	1309	(通)	1310	(通)	施設論	宋 法護等譯	7
	0132b	0613	(善)	0614	(善)	施食獲五福報經	失譯	1
斯07	1373	0992	(斯)	0993	(斯)	佛說施一切無畏陀羅尼經	宋 施護等譯	1
翔08	0240	0015	(翔)	0015	(翔)	實相般若波羅蜜經	唐 菩提流志譯	1
	1118	0887	(臨)	0888	(臨)	佛說十八臂陀羅尼經	宋 法賢譯	1
席10	2032	1276	(席)	1277	(席)	十八部論	陳 真諦譯	1
造07	1616	1179	(造)	1180	(造)	十八空論	龍樹菩薩造　陳 真諦譯	1
敬06	0731	0683	(敬)	0684	(敬)	佛說十八泥犁經	後漢 安世高譯	1
	1928	1574	(起)	1553	(寔)	十不二門指要鈔	宋 知禮述	2
英03	0727	1371	(英)	1372	(英)	十不善業道經	馬鳴菩薩集　宋 日稱等譯	1
節02	1522	1186	(離節)	1187	(離節)	十地經論	天親菩薩造　後魏 菩提流支等譯	12
能09	1348	0330	(能)	0331	(能)	佛說十二佛名神咒校量功德除障滅罪經	隋 闍那崛多譯	1
造06	1568	1178	(造)	1179	(造)	十二門論	龍樹菩薩造　姚秦 鳩摩羅什譯	1
當05	0753	0735	(當)	0736	(當)	十二品生死經	劉宋 求那跋陀羅譯	1
羊10	0783	0447	(羊)	0448	(羊)	佛說十二頭陀經	劉宋 求那跋陀羅譯	1
沛05	1651	1203	(沛)	1204	(沛)	十二因緣論	淨意菩薩造　後魏 菩提流支譯	1
	0195	1366	(英)	1367	(英)	佛說十二遊經	東晉 迦留陀伽譯	1
	0719	0808	(則)	0809	(則)	十二緣生祥瑞經	宋 施護譯	2
服04	0314	0026	(服)	0026	(服)	佛說大乘十法經	梁 僧伽婆羅譯	1
盡01	0782	0833	(盡)	0834	(盡)	佛說十號經	宋 天息災譯	1
信06	0432	0413	(信)	0414	(信)	佛說十吉祥經	失譯	1
唐08	0410	0061	(唐)	0061	(唐)	大方廣十輪經	失譯	8
微05	2111	1490	(微)	1535	(說)	十門辯惑論	唐 復禮撰	3
受04	1439	1159	(受)	1160	(受)	十誦羯磨比丘要用	劉宋 僧璩撰出	1
榮05	1435	1109	(誠-榮)	1110	(誠-榮)	十誦律	後秦 弗若多羅共羅什譯	61
	1436	1153	(外)	1154	(外)	十誦比丘波羅提木叉戒本	姚秦 鳩摩羅什譯	1
	1437	1154		1155	(外)	十誦比丘尼波羅提木叉戒本	劉宋 法顯集出	1
	1435-j60~j61	1138	(婦)	1139	(婦)	十誦律毗尼序	東晉 卑摩羅叉續譯	3
初01	0600	1094	(初)	1095	(初)	十善業道經	唐 實叉難陀譯	1
能07	1070	0322	(能)	0323	(能)	佛說十一面觀世音神咒經	北周 耶舍崛多譯	1
	1069	1049	(止)	1050	(止)	十一面觀自在菩薩心密言念誦儀軌經	唐 不空譯	3
能08	1071	0323	(能)	0324	(能)	十一面神咒心經	唐 玄奘譯	1
善10	0138	0624	(善)	0625	(善)	佛說十一想思念如來經	劉宋 求那跋陀羅譯	1
緣09	0092	0578	(緣)	0579	(緣)	十支居士八城人經	後漢 安世高譯	1
	0309	0371	(談彼)	0372	(談彼)	最勝問菩薩十住除垢斷結經	姚秦 竺佛念譯	10
體06	0286	0101	(體)	0101	(體)	十住經	姚秦 鳩摩羅什譯	4
仁05	1521	1173	(規仁)	1174	(規仁)	十住毘婆沙論	聖者龍樹造　後秦 鳩摩羅什譯	17
當06	0794b	0744	(當)	0745	(當)	佛說時非時經	西晉 若羅嚴譯	1
起03	1915-t1	1571	(寔)	1549	(寔)	始終心要	唐 釋湛然述	1
言07	1687	1074	(言)	1075	(言)	事師法五十頌	馬鳴菩薩集　宋 日稱等譯	1
潔07	0527	0224	(潔)	0225	(潔)	佛說逝童子經	西晉 支法度譯	1
緣04	0048	0560	(緣)	0561	(緣)	是法非法經	後漢 安世高譯	1
煩10	1916	1563	(煩)	1504	(銘)	釋禪波羅蜜次第法門	隋 智顗說	10
壁05	2088	1462	(壁)			釋迦方志	唐 道宣撰	2
書10	2040	1460	(璧)	1464	(璧)	釋迦譜	梁 僧祐撰	5
	1947	1512	(輔)	1583	(馳)	釋迦如來涅槃禮讚文	宋 仁岳撰	1
壁02	2041	1461	(壁)			釋迦氏譜	唐 道宣撰	1
法06	1922	1556	(法)	1479	(轂)	釋摩訶般若波羅蜜經覺意三昧	隋 智顗說	1
	0054	0575	(緣)	0576	(緣)	釋摩男本四子經	吳 支謙譯	1
匪09	1657	1218	(匪)	1219	(匪)	手杖論	釋迦稱造　唐 義淨譯	1
	0999	0778	(力)	0779	(力)	佛說守護大千國土經	宋 施護譯	3
蘭10	0997	0972	(蘭)	0973	(蘭)	守護國界主陀羅尼經	唐 般若．牟尼室利 譯	10
靡03	0642	0394	(靡)	0395	(靡)	佛說首楞嚴三昧經	姚秦 鳩摩羅什譯	2
維09	0436	0523	(維)	0524	(維)	受持七佛名號所生功德經	唐 玄奘譯	1
隸09	0915	1446	(隸)	1447	(隸)	受菩提心戒儀	唐 不空譯	1
緣05	0050	0565	(緣)	0566	(緣)	受歲經	西晉 竺法護譯	1
篤03	1486	1087	(篤)	1088	(篤)	受十善戒經	失譯	1
桓10	1902	1499	(桓)	1542	(俊)	受用三水要行法	唐 義淨撰	1
善03	0070	0591	(善)	0592	(善)	數經	西晉 法炬譯	1
羊10	0540b	0448	(羊)	0449	(羊)	佛說樹提伽經	劉宋 求那跋陀羅譯	1
	0106	0649	(慶)	0650	(慶)	佛說水沫所漂經	東晉 竺曇無蘭譯	1
潔03	0565	0209	(潔)	0210	(潔)	順權方便經	西晉 竺法護譯	2
情02	1565	1239	(情)	1240	(情)	順中論	龍樹菩薩造　無著菩薩釋　元魏 瞿曇般若流支譯	2
蓋06	0476	0145	(蓋)	0145	(蓋)	說無垢稱經	唐 玄奘譯	6
桓10	1903	1498	(桓)	1541	(俊)	說罪要行法	唐 義淨撰	1
裳10	0344	0046	(裳)	0046	(裳)	佛說太子和休經	失譯	1
潔05	0167	0215	(潔)	0216	(潔)	太子慕魄經	後漢 安世高譯	1
	0168	0214	(潔)	0215	(潔)	太子墓魄經	西晉 竺法護譯	1
尺04 	0185	0660	(尺)	0661	(尺)	太子瑞應本起經	吳 支謙譯	2
裳10	0343	0045	(裳)	0045	(裳)	佛說太子刷護經	西晉 竺法護譯	1
才04	0171	0249	(才)	0250	(才)	太子須大拏經	西秦 聖堅譯	1
受02	1432	1156	(受)	1157	(受)	曇無德律部雜羯磨	曹魏 康僧鎧譯	1
	1391	0482	(行)	0483	(行)	佛說檀特羅麻油述經	東晉 曇無蘭譯	1
軻10	2115	1637	(孟軻)			鐔津文集	宋 契嵩撰	19
逸06	1639	1251	(逸)	1252	(逸)	提婆菩薩破楞伽經中外道小乘四宗論	提波菩薩造　後魏 菩提流支譯	1
逸06	1640	1252	(逸)	1253	(逸)	提婆菩薩釋楞伽經中外道小乘涅槃論	提波菩薩造　後魏 菩提流支譯	1
漆07	2048	1454	(漆)	1455	(漆)	提婆菩薩傳	姚秦 鳩摩羅什譯	1
乂10		1525	(丁俊叉)			天目中峰和尚廣錄	元 明本著、慈寂上進	30
當07	0592	0747	(當)	0748	(當)	天請問經	唐 玄奘譯	1
韓10	1930	1560	(韓)	1523	(曲)	天台八教大意	隋 灌頂撰	1
起10	1938	1578	(起)	1605	(野)	天台傳佛心印記	元 懷則述	1
會10	1931	1543	(會)	1488	(世)	天台四教儀	高麗 諦觀錄	1
		1627	(稼)	1489	(世)	天台四教儀集註	南天竺 蒙潤集	9
	2050	1569	(起)	1498	(勒)	隋天台智者大師別傳	隋 灌頂撰	1
	1948	1514	(輔)	1572	(馳)	天台智者大師齋忌禮讚文	宋 遵式述	1
景10	0596	0467	(景)	0468	(景)	佛說天王太子辟羅經	失譯	1
	0042	0556	(緣)	0557	(緣)	鐵城泥犁經	東晉 竺曇無蘭譯	1
慕04	0673	0190	(慕)	0191	(慕)	大乘同性經	宇文周 闍那耶舍譯	2
	0624	0157	(五)	0157	(五)	佛說伅真陀羅所問如來三昧經	後漢 支婁迦讖譯	3
	1352	0360	(罔)	0361	(罔)	佛說陀[阿-可+(嶙-山)]尼[金*本]經	東晉 曇無蘭譯	1
罔03	0901	0358	(忘罔)	0359	(忘罔)	陀羅尼集經	唐 阿地瞿多譯	12
卿10	1336	1467	(卿)	1474	(驅)	陀羅尼雜集	失譯	10
則05	0846	0812	(則)	0813	(則)	外道問聖大乘法無我義經	宋 法天譯	1
史06	2017	1647	(史)	1590	(郡)	萬善同歸集	宋 延壽述	3
退08	1615	1192	(退)	1193	(退)	王法正理論	彌勒菩薩造　唐 玄奘譯	1
輔03	1984	1505	(輔)	1574	(馳)	往生淨土懺願儀	宋 遵式撰	1
輔03	1968	1506	(馳)	1575	(馳)	往生淨土決疑行願二門	宋 遵式撰	1
方06	0474	0143	(方)	0143	(方)	佛說維摩詰經	吳 支謙譯	2
方03	0475	0142	(方)	0142	(方)	維摩詰所說經	姚秦 鳩摩羅什譯	3
	1775	1624	(務)	1461	(書)	注維摩詰經	後秦 僧肇撰	10
靜02	1590	1233	(靜)	1234	(靜)	唯識二十論	世親菩薩造　唐 玄奘譯	1
靜02	1589	1232	(靜)	1233	(靜)	大乘唯識論	天親菩薩造　陳 真諦譯	1
	1586	1207	(沛)	1208	(沛)	唯識三十論頌	世親菩薩造　唐 玄奘譯	1
明10	0760	1320	(明)	1321	(明)	惟日雜難經	吳 支謙譯	1
良03	0688	0255	(良)	0256	(良)	佛說未曾有經	失譯	1
斯04	0844	0986	(斯)	0987	(斯)	佛說大方廣未曾有經善巧方便品	宋 施護譯	1
靡05	0754	0395	(靡)	0396	(靡)	佛說未曾有因緣經	蕭齊 曇景譯	2
深08	0628	0919	(深)	0920	(深)	佛說未曾有正法經	宋 法天譯	6
長05	0448b	0402	(長)	0403	(長)	未來星宿劫千佛名經	失譯	1
	0507	0693	(敬)	0694	(敬)	佛說未生冤經	吳 支謙譯	1
短01	0701	0382	(短)	0383	(短)	佛說溫室洗浴眾僧經	後漢 安世高譯	1
定10	0459	1085	(定)	1086	(定)	佛說文殊悔過經	西晉 竺法護譯	1
	1299	1348	(亦)	1349	(亦)	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經	唐 不空譯	2
	1188	1362	(群)	1363	(群)	文殊所說最勝名義經	宋 金總持等譯	2
	0471	0282	(良)	0283	(良)	佛說文殊師利行經	隋 豆那掘多譯	1
維01	0463	0503	(維)	0504	(維)	佛說文殊師利般涅槃經	西晉 聶道真譯	1
既10	0296	1328	(既)	1329	(既)	文殊師利發願經	東晉 佛陀跋陀羅譯	1
羊05	1185B	0443	(羊)	0444	(羊)	文殊師利寶藏陀羅尼經	唐 菩提流志譯	1
服07	0318	0028	(服)	0028	(服)	文殊師利佛土嚴淨經	西晉 竺法護譯	2
	1181	0328	(能)	0329	(能)	大方廣菩薩藏經中文殊師利根本一字陀羅尼經	唐 寶思惟譯	1
言10	0460	1078	(言)	1079	(言)	佛說文殊師利淨律經	西晉 竺法護譯	1
	1276	1048	(止)	1049	(止)	文殊師利菩薩根本大教王經金翅鳥王品	唐 不空譯	1
弗05	1531	1183	(弗)	1184	(弗)	文殊師利菩薩問菩提經論	天親菩薩造　元魏 菩提流支譯	2
	1195	1447	(隸)	1448	(隸)	大聖文殊師利菩薩讚佛法身禮	唐 不空譯	1
翔10	0233	0019	(翔)	0019	(翔)	文殊師利所說般若波羅蜜經	梁 僧伽婆羅譯	1
裳03	0340	0042	(裳)	0042	(裳)	文殊師利所說不思議佛境界經	唐 菩提流志譯	2
翔09	0232	0018	(翔)	0018	(翔)	文殊師利所說摩訶般若波羅蜜經	梁 曼陀羅仙譯	2
染06	0468	0437	(染)	0438	(染)	文殊師利問經	梁 僧伽婆羅譯	2
率10	0458	0108	(率)	0108	(率)	文殊師利問菩薩署經	後漢 支婁迦讖譯	1
男02	0464	0233	(男)	0234	(男)	文殊師利問菩提經	姚秦 鳩摩羅什譯	1
恭08	0461	0164	(恭)	0164	(恭)	佛說文殊師利現寶藏經	西晉 竺法護譯	2
良10	0470	0281	(良)	0282	(良)	佛說文殊師利巡行經	元魏 菩提流支譯	1
	1197	1067	(言)	1068	(言)	佛說文殊師利一百八名梵讚	宋 法天譯	1
	0469	0969	(清)	0970	(清)	文殊問經字母品第十四	唐 不空譯	1
		1067-t1	(言)			文殊贊	明太宗朱棣撰	1
善04	0040	0599	(善)	0600	(善)	文陀竭王經	北涼 曇無讖譯	1
孝09	0801	0722	(孝)	0723	(孝)	佛說無常經	唐 義淨譯	1
淵07	0887	1024	(淵)	1025	(淵)	佛說無二平等最上瑜伽大教王經	宋 施護譯	6
彼05	1024	0375	(彼)	0376	(彼)	無垢淨光大陀羅尼經	唐 彌陀山譯	1
潔10	0562	0230	(潔)	0231	(潔)	佛說無垢賢女經	西晉 竺法護譯	1
當09	0578	0764	(當)	0765	(當)	無垢優婆夷問經	後魏 瞿曇般若流支譯	1
才08	0636	0252	(才)	0253	(才)	無極寶三昧經	西晉 竺法護譯	2
罪10	0397-p12	0073	(罪)	0073	(罪)	無盡意菩薩經	劉宋 智嚴,寶雲譯	4
	0934	0886	(臨)	0887	(臨)	佛說無量功德陀羅尼經	宋 法賢譯	1
	1014	0349	(莫)	0350	(莫)	無量門破魔陀羅尼經	劉宋 功德直．玄暢譯	1
莫07	1011	0350	(莫)	0351	(莫)	佛說無量門微密持經	吳 支謙譯	1
乃06	0361	0022	(乃)	0022	(乃)	佛說無量清淨平等覺經	後漢 支婁迦讖譯	4
深03	1389	0907	(深)	0908	(深)	佛說無量壽大智陀羅尼	宋 法賢譯	1
乃10	0360	0024	(乃)	0024	(乃)	佛說無量壽經	曹魏 康僧鎧譯	2
顛08	1524	1196	(顛)	1197	(顛)	無量壽經優波提舍	婆藪槃豆菩薩造　元魏 菩提流支譯	1
	0930	1404	(槁)	1405	(槁)	無量壽如來觀行供養儀軌	唐 不空譯	1
	0363	0857	(命)	0858	(命)	佛說大乘無量壽莊嚴經	宋 法賢譯	3
草01	0276	0129	(草)	0129	(草)	無量義經	蕭齊 曇摩伽陀耶舍譯	1
	0720	1361	(群)	1362	(群)	無明羅剎集	失譯	3
英03	1234	1369	(英)	1370	(英)	無能勝大明陀羅尼經	宋 法天譯	1
英03	1235	1370	(英)	1371	(英)	無能勝大明心陀羅尼經	宋 法天譯	1
忠03	0943	0789	(忠)	0790	(忠)	佛說無能勝幡王如來莊嚴陀羅尼經	宋 施護譯	1
	0813	0189	(慕)	0190	(慕)	佛說無希望經	西晉 竺法護譯	1
絲10	0485	0434	(絲)	0435	(絲)	無所有菩薩經	隋 闍那崛多等譯	4
當07	0800	0750	(當)	0751	(當)	佛說無上處經	失譯	1
良02	0669	0254	(良)	0255	(良)	佛說無上依經	梁 真諦譯	2
	0331	0941	(藏)	0942	(夙)	佛說無畏授所問大乘經	宋 施護等譯	3
之01	1388	1002	(之)	1003	(之)	佛說無畏陀羅尼經	宋 法賢譯	1
投09	1619	1165	(投)	1166	(投)	無相思塵論	陳那菩薩造　陳 真諦譯	1
罔09	1342	0369	(罔)	0370	(罔)	佛說無崖際總持法門經	西秦 聖堅譯	1
發06	0401	0077	(發)	0077	(發)	佛說無言童子經	西晉 竺法護譯	2
潔06	0828	0216	(潔)	0217	(潔)	無字寶篋經	元魏 菩提流支譯	1
	2153	1602	(宗泰)			大周刊定眾經目錄	唐 明佺等撰	15
	0199	0724	(孝)	0725	(孝)	佛五百弟子自說本起經	西晉 竺法護譯	1
之01	0706	1001	(之)	1002	(之)	佛說五大施經	宋 施護等譯	1
外06	1423	1151	(外)	1152	(外)	五分比丘尼戒本	梁 明徽集	1
外05	1422b	1150	(外)	1151	(外)	五分戒本	劉宋 佛陀什等譯	1
當09	1481	0760	(當)	0761	(當)	佛說五恐怖世經	宋 沮渠京聲譯	1
當01	0741	0725	(當)	0726	(當)	五苦章句經	東晉 竺曇無蘭譯	1
英09	0619	1374	(英)	1375	(英)	五門禪經要用法	佛陀蜜多撰　劉宋 曇摩蜜多譯	1
慶01	0555b	0633	(慶)	0634	(慶)	五母子經	吳 支謙譯	1
長10	0443	0403	(長)	0404	(長)	五千五百佛名神咒除障滅罪經	隋 闍那崛多譯	8
臨07	0248	0873	(臨)	0874	(臨)	五十頌聖般若波羅蜜經	宋 施護譯	1
	1555	1275	(席)	1276	(席)	五事毘婆沙論	尊者法救造　唐 玄奘譯	2
當05	0751b	0737-s1	(當)	0738a	(當)	佛說五無返復經	劉宋 沮渠京聲譯	1
當05	0752	0737-s2	(當)	0738b	(當)	佛說五無返復經	劉宋 沮渠京聲譯	1
當10	0523	0769	(當)	0770	(當)	佛說五王經	失譯	1
慶10	0105	0648	(慶)	0649	(慶)	五陰譬喻經	後漢 安世高譯	1
善10	0102	0629	(善)	0630	(善)	佛說五蘊皆空經	唐 義淨譯	1
投10	1612	1169	(投)	1170	(投)	大乘五蘊論	世親菩薩造　唐 玄奘譯	1
杜10	1174	1397	(杜)	1398	(杜)	五字陀羅尼頌	唐 不空譯	1
	0690	0263	(良)	0264	(良)	佛說希有挍量功德經	隋 闍那崛多譯	1
深04	1405	0914	(深)	0915	(深)	佛說息除賊難陀羅尼經	宋 法賢譯	1
忠04	1347	0796	(忠)	0797	(忠)	息除中夭陀羅尼經	宋 施護譯	1
夙04	0085	0939	(夙)	0940	(夙)	息諍因緣經	宋 施護譯	1
茲10	2118	1626	(茲)	1559	(軍)	折疑論	師子比丘述註	5
恃10	0425	0398	(恃)	0399	(恃)	賢劫經	西晉 竺法護譯	8
英03	1686	1367	(英)	1368	(英)	賢聖集伽陀一百頌	宋 天息災譯	1
維02	0570	0505	(維)	0506	(維)	佛說賢首經	西秦 聖堅譯	1
	0202	1314	(左達)	1315	(左達)	賢愚經	元魏 慧覺等譯	13
當07	0777	0746	(當)	0747	(當)	佛說賢者五福德經	西晉 白法祖譯	1
緣03	0029	0553	(緣)	0554	(緣)	鹹水喻經	失譯	1
封09	1955	1469	(封)	1534	(說)	顯密圓通成佛心要集	元 道[厄*殳]集	2
推04	0347	0049	(推)	0049	(推)	大乘顯識經	唐 地婆訶羅譯	2
沛06	1618	1209	(沛)	1210	(沛)	顯識論	陳 真諦譯	1
壹01	0289	0091	(壹)	0091	(壹)	顯無邊佛土功德經	唐 玄奘譯	1
切10	1602	1170	(分切)	1171	(分切)	顯揚聖教論	無著菩薩造　唐 玄奘譯	20
退10	1603	1194	(退)	1195	(退)	顯揚聖教論頌	無著菩薩造　唐 玄奘譯	1
長04	0447b	0401	(長)	0402	(長)	現在賢劫千佛名經	開元拾遺附梁錄	1
行07	1157	0500	(行)	0501	(行)	香王菩薩陀羅尼咒經	唐 義淨譯	1
髮01	0678	0150	(發)	0150	(發)	相續解脫地波羅蜜了義經	劉宋 求那跋陀羅譯	1
髮01	0679	0151	(發)	0151	(發)	相續解脫如來所作隨順處了義經	劉宋 求那跋陀羅譯	1
	0111	0658	(慶)	0659	(慶)	佛說相應相可經	西晉 法炬譯	1
男03	0466	0235	(男)	0236	(男)	佛說象頭精舍經	隋 毘尼多流支譯	1
慕01	0814	0188	(慕)	0189	(慕)	佛說象腋經	劉宋 曇摩蜜多譯	1
忠03	1402	0792	(忠)	0793	(忠)	消除一切閃電障難隨求如意陀羅尼經	宋 施護譯	1
臨08	1400	0879	(臨)	0880	(臨)	佛說消除一切災障寶髻陀羅尼經	宋 法賢譯	1
既10	0608	1330	(既)	1331	(既)	小道地經	後漢 支曜譯	1
鱗10	0227	0006	(鱗)	0006	(鱗)	小品般若波羅蜜經	後秦 鳩摩羅什譯	10
敬09	0687	0697	(敬)	0698	(敬)	佛說孝子經	失譯	1
緣09	0093	0579	(緣)	0580	(緣)	邪見經	失譯	1
當09	0827	0762	(當)	0763	(當)	佛說懈怠耕者經	劉宋 惠簡譯	1
當08	0062	0757	(當)	0758	(當)	新歲經	東晉 竺曇無蘭譯	1
維03	0569	0509	(維)	0510	(維)	佛說心明經	西晉 竺法護譯	1
深04	0018	0916	(深)	0917	(深)	信佛功德經	宋 法賢譯	1
臨10	0802	0897	(臨)	0898	(臨)	佛說信解智力經	宋 法賢譯	1
邇05	0305	0086	(邇)	0086	(邇)	信力入印法門經	元魏 曇摩流支譯	5
當03	0197	0728	(當)	0729	(當)	佛說興起行經	後漢 康孟詳譯	2
起03	1937-in	1572	(起)	1581	(馳)	修懺要旨	宋 釋知禮述	1
良10	0575	0280	(良)	0281	(良)	佛說大方等修多羅王經	後魏 菩提流支譯	1
跡07	1876	1585	(迹)	1520	(宅)	修華嚴奧旨妄盡還源觀	唐 法藏述	1
途02	1915	1532	(途)	1484	(振)	修習止觀坐禪法要	隋 智顗述	1
	2020	1640	(敦)	1626	(藝)	高麗國普照禪師修心訣	高麗 知訥撰	1
尺02 	0184	0659	(尺)	0660	(尺)	修行本起經	後漢 竺大力共康孟詳譯	2
明08	0606	1317	(明)	1318	(明)	修行道地經	西晉 竺法護譯	7
英06	0847	1372	(英)	1373	(英)	大乘修行菩薩行門諸經要集	唐 智嚴譯	3
弔02	0408	0063	(弔)	0063	(弔)	虛空孕菩薩經	隋 闍那崛多譯	2
弔03	0405	0064	(弔)	0064	(弔)	虛空藏菩薩經	姚秦 佛陀耶舍譯	1
行06	1145	0496	(行)	0497	(行)	虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法	唐 善無畏譯	1
弔04	0407	0065	(弔)	0065	(弔)	虛空藏菩薩神咒經	宋 曇摩蜜多譯	1
深03	1148	0910	(深)	0911	(深)	佛說虛空藏菩薩陀羅尼	宋 法賢譯	1
罔05	1333	0363	(罔)	0364	(罔)	虛空藏菩薩問七佛陀羅尼咒經	失譯	1
善05	0073	0601	(善)	0602	(善)	須達經	蕭齊 求那毘地譯	1
衣10	0328	0040a	(衣)	0040a	(衣)	佛說須賴經	曹魏 白延譯	1
衣10	0329	0040b	(衣)	0040b	(衣)	佛說須賴經	前涼 支施崙譯	1
	0397-p16	0062	(唐)	0062	(唐)	大乘大集經	高齊 那連提耶舍,法智譯	2
衣06	0334	0036	(衣)	0036	(衣)	佛說須摩提菩薩經	西晉 竺法護譯	1
善07	0128b	0610	(善)	0611	(善)	須摩提女經	吳 支謙譯	1
衣06	0335	0037	(衣)	0037	(衣)	佛說須摩提菩薩經	姚秦 鳩摩羅什譯	1
敬07	0530	0688	(敬)	0689	(敬)	佛說須摩提長者經	吳 支謙譯	1
短04	0588	0388	(短)	0389	(短)	佛說須真天子經	西晉 竺法護譯	4
	2077	1650	(合-扶)			續傳燈錄	明 玄極輯	36
	2150	1475	(富)	1528-t1	(微)	續大唐內典錄	唐 道宣撰	1
壁10	2105	1464	(壁)	1526	(曲)	續集古今佛道論衡	唐 智昇撰	1
	1440-j9	1130	(夫)	1131	(夫)	續薩婆多毘尼毘婆娑	失譯人名今附三秦錄	1
深04	1140	0912	(深)	0913	(深)	佛說延壽妙門陀羅尼經	宋 法賢譯	1
緣03	0043	0555	(緣)	0556	(緣)	閻羅王五天使者經	劉宋 慧簡譯	1
信05	0820	0410	(信)	0411	(信)	佛說演道俗業經	乞伏秦 聖堅譯	1
悲09	0120	0429	(悲)	0430	(悲)	央掘魔羅經	劉宋 求那跋陀羅譯	4
善09	0119	0617	(善)	0618	(善)	佛說鴦崛髻經	西晉 法炬譯	1
	0118	0616	(善)	0617	(善)	佛說鴦掘摩經	西晉 竺法護譯	1
推05	0348	0050	(推)	0050	(推)	佛說大乘方等要慧經	後漢 安世高譯	1
惟04	0451	0168	(推)	0168	(推)	藥師琉璃光七佛本願功德經	唐 義淨譯	2
惟02	0450	0167	(推)	0167	(推)	藥師琉璃光如來本願功德經	唐 玄奘譯	1
惟01	0449	0166	(惟)	0166	(惟)	佛說藥師如來本願經	隋 達摩笈多譯	1
當10	0542	0765	(當)	0766	(當)	佛說耶祇經	劉宋 沮渠京聲譯	1
匪06	1608	1214	(匪)	1215	(匪)	業成就論	天親菩薩造　元魏 毘目智仙譯	1
凊10	1100	0967	(清)	0968	(清)	葉衣觀自在菩薩經	唐 不空譯	1
	1680	1448	(隸)	1449	(隸)	一百五十讚佛頌	摩咥里制吒造　唐 義淨譯	1
斯08	1110	0994	(斯)	0995	(斯)	佛說一髻尊陀羅尼經	唐 不空譯	1
貞10	0823	0207	(貞)	0208	(貞)	佛說一切法高王經	元魏 瞿曇般若流支譯	1
	1374	0493	(行)	0494	(行)	佛說一切功德莊嚴王經	唐 義淨譯	1
	1051	1045	(止)	1046	(止)	佛說一切佛攝相應大教王經聖觀自在菩薩念誦儀軌	宋 法賢譯	1
緣03	0031	0554	(緣)	0555	(緣)	一切流攝守因經	後漢 安世高譯	1
	0888	1377	(杜)	1378	(杜)	一切祕密最上名義大教王儀軌	宋 施護譯	2
止09	1418	1047	(止)	1048	(止)	佛說一切如來安像三昧儀軌經	宋 施護譯	1
	0889	1012	(川)	1013	(川)	一切如來大祕密王未曾有最上微妙大曼拏羅經	宋 天息災譯	5
	0960	1063	(言)	1064	(言)	一切如來說佛頂輪王一百八名讚	宋 施護譯	1
	0885	1021	(息)	1022	(息)	佛說一切如來金剛三業最上祕密大教王經	宋 施護譯	7
興09	1135	0954	(興)	0955	(興)	佛說一切如來金剛壽命陀羅尼經	唐 不空譯	1
深04	1350	0913	(深)	0914	(深)	佛說一切如來名號陀羅尼經	宋 法賢譯	1
臨04	0978	0865	(臨)	0866	(臨)	佛說一切如來烏瑟膩沙最勝總持經	宋 法天譯	1
	1022A	0951	(興)	0952	(興)	一切如來心祕密全身舍利寶篋印陀羅尼經	唐 不空譯	1
川07	0882	1011	(盛川)	1012	(盛川)	佛說一切如來真實攝大乘現證三昧大教王經	宋 施護等譯	30
	1023	0797	(忠)	0798	(忠)	一切如來正法祕密篋印心陀羅尼經	宋 施護譯	1
信06	0183	0415	(信)	0416	(信)	一切智光明仙人慈心因緣不食肉經	失譯	1
