!起始函號	!大正藏	!永樂北	!永樂北函	!乾隆	!乾隆函	!經名	!作譯者	!卷數
		1654				大明三藏聖教目錄	明 雙徑山僧衆編	3
		1608	(主)	1623	(畝)	大明太宗文皇帝御製序讚文	明 成祖撰　明太宗御製	1
盡06	1257	0838	(盡)	0839	(盡)	佛說大摩里支菩薩經	宋 天息災譯	7
賢07	0848	0525	(賢)	0526	(賢)	大毘盧遮那成佛神變加持經	唐 善無畏．一行譯	7
杜07	0856	1387	(杜)	1388	(杜)	大毘盧遮那成佛神變加持經略示七支念誦隨行法	唐 不空譯	1
行03	1367	0470	(行)	0471	(行)	佛說大普賢陀羅尼經	失譯	1
行03	1368	0471	(行)	0472	(行)	佛說大七寶陀羅尼經	失譯	1
杜09	0857	1396	(杜)	1397	(杜)	大日經略攝念誦隨行法	唐 不空譯	1
	0272	0174	(豈)	0175	(豈)	大薩遮尼乾子所說經	元魏 菩提留支譯	10
盡10	0019	0845	(盡)	0846	(盡)	大三摩惹經	宋 法天譯	1
	2146	1601	(宗)	1513	(尹)	眾經目錄	隋 法經等撰	7
外10	1438	1155	(外)	1156	(外)	大沙門百一羯磨法	失譯人名今附宋錄	1
薄06	0052	0927	(薄)	0928	(薄)	大生義經	宋 施護譯	1
	1266	1395	(杜)	1396	(杜)	大聖天歡喜雙身毘那夜迦法	唐 不空譯	1
	1176	1389	(杜)	1390	(杜)	曼殊室利童子菩薩五字瑜伽法	唐 不空譯	1
五07	0625	0158	(五)	0158	(五)	大樹緊那羅王所問經	姚秦 鳩摩羅什譯	4
富01	2149	1475	(侈富)	1528	(阜微)	大唐內典錄	唐 道宣撰	10
孰10	2087	1495	(孰)	1530	(旦)	大唐西域記	唐 玄奘譯．辯機撰	12
尹06	2066	1483	(尹)	1536	(說)	大唐西域求法高僧傳	唐 義淨撰	2
念10	0956	0536	(念)	0537	(念)	大陀羅尼末法中一字心咒經	唐 寶思惟譯	1
之01	0964	1003	(之)	1004	(之)	佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經	失譯	1
器06	1341	0418	(覆器)	0419	(覆器)	大威德陀羅尼經	隋 闍那崛多譯	20
貞09	0834	0206	(盧)	0207	(貞)	大威燈光仙人問疑經	隋 闍那崛多等譯	1
	1225	1390	(杜)	1391	(杜)	大威怒烏芻澀麼儀軌經	唐 不空譯	1
藁08	1146	1410	(槁)	1411	(槁)	大虛空藏菩薩念誦法	唐 不空譯	1
杜06	1260	1384	(杜)	1385	(杜)	大藥叉女歡喜母并愛子成就法	唐 不空譯	1
維09	0177	0522	(維)	0523	(維)	大意經	劉宋 求那跋陀羅譯	1
	0723	1341	(墳)	1342	(墳)	分別業報略經	大勇菩薩撰　劉宋 僧伽跋摩譯	1
孝08	0216	0712	(孝)	0713	(孝)	大魚事經	東晉 竺曇無蘭譯	1
	0387	0239	(男)	0240	(男)	大方等無想經	北涼 曇無讖譯	6
	0991	0183	(毀)	0184	(毀)	大雲輪請雨經	隋 那連提耶舍譯	2
	0989	0964	(清)	0965	(清)	大雲輪請雨經	唐 不空譯	2
	0993	0182	(毀)	0183	(毀)	大雲經請雨品第六十四	北周 闍那耶舍譯	1
	0992	0181	(毀)	0182	(毀)	大方等大雲經請雨品第六十四	北周 闍那耶舍譯	1
岱10		1603	(岱)	1608	(庭)	大藏聖教法寶標目	元 王古撰	10
盡01	0594	0831	(盡)	0832	(盡)	佛說大自在天子因地經	宋 施護譯	1
疑05	1669	1291	(疑)	1292	(疑)	大宗地玄文本論	馬鳴菩薩造　陳 真諦譯	20
靜05	1577	1235	(靜)	1236	(靜)	大丈夫論	提婆羅菩薩造　北涼 道泰譯	2
	0045	0898	(深)	0899	(深)	大正句王經	宋 法賢譯	2
叔10	1509	1162	(傅-叔)	1163	(傅-叔)	大智度論	龍樹菩薩造　後秦 鳩摩羅什譯	100
毀07	0818	0180	(毀)	0181	(毀)	大莊嚴法門經	隋 那連提耶舍譯	2
大02	0187	0155	(四大)	0155	(四大)	方廣大莊嚴經	唐 地婆訶羅譯	12
	0201	1175	(慈隱)	1176	(慈隱)	大莊嚴論經	馬鳴菩薩造　後秦 鳩摩羅什譯	15
景10	0395	0463	(景)	0464	(景)	佛說當來變經	西晉 竺法護譯	1
明09	0607	1318	(明)	1319	(明)	道地經	僧伽羅剎造　後漢 安世高譯	1
方10	0816	0144	(方)	0144	(方)	佛說道神足無極變化經	西晉 安法欽譯	4
	0224	0005	(淡)	0005	(淡)	道行般若經	後漢 支婁迦讖譯	10
	0709	0275	(良)	0276	(良)	佛說稻[卄/干]經	闕譯	1
潔09	0545	0227	(潔)	0228	(潔)	佛說德護長者經	隋 那連提耶舍譯	2
	0785	0686	(敬)	0687	(敬)	得道梯橙錫杖經	失譯	1
裳01	0339	0041	(裳)	0041	(裳)	得無垢女經	元魏 瞿曇般若流支譯	1
孝08	0703	0715	(孝)	0716	(孝)	燈指因緣經	姚秦 鳩摩羅什譯	1
化07	0381	0124	(化)	0124	(化)	等集眾德三昧經	西晉 竺法護譯	3
率09	0288	0107	(率)	0107	(率)	等目菩薩所問三昧經	西晉 竺法護譯	3
	1200	1057	(言)	1058	(言)	底哩三昧耶不動尊威怒王使者念誦法	唐 不空譯	1
斯10	0412	0997	(斯)	0998	(斯)	地藏菩薩本願經	唐 實叉難陀譯	2
	0413	1449	(隸)	1450	(隸)	百千頌大集經地藏菩薩請問法身讚	唐 不空譯	1
陶10	0411	0060	(陶)	0060	(陶)	大乘大集地藏十輪經	唐 玄奘譯	10
臨02	0249	0859	(臨)	0860	(臨)	佛說帝釋般若波羅蜜多心經	宋 施護譯	1
深05	0015	0918	(深)	0919	(深)	帝釋所問經	宋 法賢譯	1
	0940	1385	(杜)	1386	(杜)	佛說帝釋巖祕密成就儀軌	宋 施護譯	1
當09	0826	0761	(當)	0762	(當)	弟子死復生經	劉宋 沮渠京聲譯	1
貞08	0833	0205	(貞)	0206	(貞)	第一義法勝經	元魏 瞿曇般若流支譯	1
之03	0165	1005	(之)	1006	(之)	頂生王因緣經	宋 施護等譯	6
善04	0039	0598	(善)	0599	(善)	頂生王故事經	西晉 法炬譯	1
萬10	0477	0141	(萬)	0141	(萬)	佛說大方等頂王經	西晉 竺法護譯	1
萬09	0478	0140	(萬)	0140	(萬)	大乘頂王經	梁 月婆首那譯	1
		1644-t1	(素)	1591	(郡)	定慧相資歌	宋 延壽撰	1
	1354	0361	(罔)	0362	(罔)	東方最勝燈王如來經	隋 闍那崛多等譯	1
壹04	0280	0098	(壹)	0098	(壹)	佛說兜沙經	後漢 支婁迦讖譯	1
善06	0078	0606	(善)	0607	(善)	兜調經	失譯	1
	0903	1444	(隸)	1445	(隸)	都部陀羅尼目	唐 不空譯	1
潔10	0808	0228	(潔)	0229	(潔)	佛說犢子經	吳 支謙譯	1
壹10	0292	0100	(壹)	0100	(壹)	度世品經	西晉 竺法護譯	6
推05	0358	0052	(養)	0052	(推)	度一切諸佛境界智嚴經	梁 僧伽婆羅等譯	1
殷09	0302	0081	(殷)	0081	(殷)	度諸佛境界智光嚴經	失譯	1
	2012A	1646	(素)	1567	(沙)	黃檗山斷際禪師傳心法要	唐 裴休集	1
當10	0740	0772	(當)	0773	(當)	佛說頞多和多耆經	失譯	1
璧09 	0746	0672	(璧)	0673	(璧)	餓鬼報應經	失譯	1
星03	1576	1300	(星)	1301	(星)	大乘二十頌論	龍樹菩薩造　宋 施護譯	1
衣05	0327	0034	(衣)	0034	(衣)	發覺淨心經	隋 闍那崛多譯	2
	1659	1210	(沛)	1211	(沛)	發菩提心經論	天親菩薩造　後秦 鳩摩羅什譯	2
	0838	0928	(薄)	0929	(薄)	佛說發菩提心破諸魔經	宋 施護譯	2
羊10	0819	0449	(羊)	0450	(羊)	佛說法常住經	失譯	1
	0763	1009	(之)	1010	(之)	佛說法乘義決定經	宋 金總持等譯	3
聚10	0611	1354	(聚)	1355	(聚)	法觀經	西晉 竺法護譯	1
璧06 	0034	0668	(璧)	0669	(璧)	法海經	西晉 法炬譯	1
土10	1926	1539	(土)	1475	(轂)	法華經安樂行義	陳 慧思說	1
	1719	1529	(晉楚更)	1492	(輕策功)	法華文句記	唐 湛然述	10
輔01	1941	1502	(輔)	1477	(轂)	法華三昧懺儀	隋 智顗撰	1
草09	0269	0131	(草)	0131	(草)	佛說法華三昧經	宋 智嚴譯	1
輔01	1942	1503	(輔)	1550	(寔)	法華三昧行事運想補助儀	唐 湛然撰	1
	1717	1527	(多士)	1490-in	(祿-車)	法華玄義釋籤	唐 湛然述	20
難06	0761	0421	(難)	0422	(難)	佛說法集經	元魏 菩提流支譯	6
則03	0764	0806	(則)	0807	(則)	佛說法集名數經	宋 施護譯	1
隸04	0213	1431	(隸)	1432	(隸)	法集要頌經	法救集　宋 天息災譯	4
刑03	1925	1564	(刑)	1483	(振)	法界次第初門	隋 智顗撰	3
通08	1626	1250	(逸)	1251	(逸)	大乘法界無差別論	堅慧菩薩造　唐 提雲般若等譯	1
通08	1627	1310	(通)	1311	(通)	大乘法界無差別論	堅慧菩薩造　唐 提雲般若譯	1
服10	0322	0030	(服)	0030	(服)	法鏡經	後漢 安玄譯	1
群04	0210	1357	(群)	1358	(群)	法句經	法救撰　吳 維祇難等譯	2
亦04	0211	1345	(亦)	1346	(亦)	法句譬喻經	晉世 法炬共法立譯	4
初01	0631	1093	(初)	1094	(初)	佛說法律三昧經	吳 支謙譯	1
景10	0396	0465	(景)	0466	(景)	佛說法滅盡經	失譯	1
深04	0766	0915	(深)	0916	(深)	佛說法身經	宋 法賢譯	1
	1551	1286	(納)	1287	(納)	阿毘曇心論經	法勝論　優波扇多釋　高齊 那連提耶舍譯	6
敬06	0792	0684	(敬)	0685	(敬)	佛說法受塵經	後漢 安世高譯	1
	2085	1488	(微)	1463	(書)	高僧法顯傳	東晉 法顯記	1
薄06	0104	0926	(薄)	0927	(薄)	佛說法印經	宋 施護譯	1
祿10	2122	1474	(高-祿)	1532	(營-綺)	法苑珠林	唐 道世撰	100
起08	1935	1576	(起)	1578	(馳)	法智遺編觀心二百問	宋 繼忠集	1
漆09	2030	1458	(漆)	1459	(漆)	大阿羅漢難提蜜多羅所說法住記	唐 玄奘譯	1
新10	2131	1632	(貢新)	1599	(塞雞)	翻譯名義集	宋 法雲編	7
	1063	0315-t1	(能)	0316-t1	(能)	番大悲神咒		1
		0168-t1	(惟)	0169	(惟)	番字藥師七佛本願功德經	唐 義淨譯	1
當08	0521	0754	(當)	0755	(當)	佛說梵摩難國王經	失譯	1
	0076	0603	(善)	0604	(善)	梵摩渝經	吳 支謙譯	1
	0567	0337	(莫)	0338	(莫)	佛說梵志女首意經	西晉 竺法護譯	1
安10	1484	1081	(安)	1082	(安)	梵網經	後秦 鳩摩羅什譯	2
福10	0021	0549	(福)	0550	(福)	梵網六十二見經	吳 支謙譯	1
	0020	0587	(善)	0588	(善)	佛開解梵志阿[颱-台+(犮-乂+又)]經	吳 支謙譯	1
善03	0071	0592	(善)	0593	(善)	梵志頞波羅延問種尊經	東晉 竺曇無蘭譯	1
緣05	0051	0566	(緣)	0567	(緣)	梵志計水淨經	失譯	1
	1467a	1106	(初)	1107	(初)	佛說犯戒罪報輕重經	後漢 安世高譯	1
逸05	1632	1249	(逸)	1250	(逸)	方便心論	後魏 吉迦夜譯	1
刑04	1940	1565	(刑)			方等三昧行法	隋 智顗說	1
	0629	0178	(毀)	0179	(毀)	佛說放[金*本]經	闕譯	1
	0221	0002	(菜重芥)	0002	(菜重芥)	放光般若經	西晉 無羅叉譯	20
善10	0123	0622	(善)	0623	(善)	佛說放牛經	後秦 鳩摩羅什譯	1
薄06	0084	0924	(薄)	0925	(薄)	分別布施經	宋 施護譯	1
笙08	1507	1282	(笙)	1283	(笙)	分別功德論	失譯附後漢錄	5
敬08	0738	0692	(敬)	0693	(敬)	佛說分別經	西晉 竺法護譯	1
	0081	0777	(竭)	0778	(竭)	分別善惡報應經	宋 天息災譯	2
敬05	0729	0680	(敬)	0681	(敬)	佛說分別善惡所起經	後漢 安世高譯	1
	0717	0136	(賴)	0136	(賴)	分別緣起初勝法門經	唐 玄奘譯	2
薄06	0718	0925	(薄)	0926	(薄)	佛說分別緣生經	宋 法天譯	1
發10	0421	0079	(發)	0079	(發)	奮迅王問經	元魏 瞿曇般若流支譯	2
	1482	1101	(初)	1102	(初)	佛阿毘曇經出家相品	陳 真諦譯	2
	0005	0547	(福)	0548	(福)	佛般泥洹經	西晉 白法祖譯	2
與10	0190	0675	(父-與)	0676	(父-與)	佛本行集經	隋 闍那崛多譯	60
達10	0193	1315	(達)	1316	(達)	佛本行經	宋 釋寶雲譯	7
食10	0389	0118	(食)	0118	(食)	佛垂般涅槃略說教誡經	姚秦 鳩摩羅什譯	1
當05	0541	0738	(當)	0739	(當)	佛說佛大僧大經	劉宋 沮渠京聲譯	1
行07	0680	0497	(行)	0498	(行)	佛說佛地經	唐 玄奘譯	1
節09	1530	1187	(節)	1188	(節)	佛地經論	親光菩薩等造　唐 玄奘譯	7
	1025	0784	(忠)	0785	(忠)	佛頂放無垢光明入普門觀察一切如來心陀羅尼經	宋 施護譯	2
莫05	0969	0347	(莫)	0348	(莫)	佛頂最勝陀羅尼經	唐 地婆訶羅譯	1
莫04	0967	0344	(莫)	0344	(莫)	佛頂尊勝陀羅尼經	唐 佛陀波利譯	1
莫04	0968	0343	(莫)	0345	(莫)	佛頂尊勝陀羅尼經	唐 杜行顗譯	1
莫04	0971	0345	(莫)	0346	(莫)	佛說佛頂尊勝陀羅尼經	唐 義淨譯	1
	0972	1413	(槁)	1414	(槁)	佛頂尊勝陀羅尼念誦儀軌法	唐 不空譯	1
	0438	0962	(清)	0963	(清)	佛說大乘大方廣佛冠經	宋 法護等譯	2
邇06	0303	0087	(邇)	0087	(邇)	佛華嚴入如來德智不思議境界經	隋 闍那崛多譯	2
	1681	1450	(漆)	1451	(漆)	佛吉祥德讚	寂友尊者造　宋 施護譯	3
食10	0390	0120	(食)	0119	(食)	佛臨涅槃記法住經	唐 玄奘譯	1
食10	0392	0119	(食)	0120	(食)	佛滅度後棺斂葬送經	失譯	1
長02	0440	0399	(己長)	0400	(己長)	佛說佛名經	元魏 菩提流支譯	12
慶09	0145	0646	(慶)	0647	(慶)	佛母般泥洹經	劉宋 慧簡譯	1
	1152	1029	(澄)	1030	(澄)	佛說佛母般若波羅蜜多大明觀想儀軌	宋 施護譯	1
星03	1518	1301	(星)	1302	(星)	佛母般若波羅蜜多圓集要義論	大域龍菩薩造　宋 施護等譯	1
星05	1517	1302	(星)	1303	(星)	佛母般若波羅蜜多圓集要義釋論	三寶尊菩薩造　大域龍菩薩造本論　宋 施護等譯	4
	0229	0858	(臨)	0859	(臨)	佛說佛母寶德藏般若波羅蜜經	宋 法賢譯	3
	0228	0921	(履薄)	0922	(履薄)	佛說佛母出生三法藏般若波羅蜜多經	宋 施護譯	25
知10	0982	0302	(知)	0303	(知)	佛母大孔雀明王經	唐 不空譯	3
	0394	1324	(既)	1325	(既)	佛入涅槃密[這-言+亦]金剛力士哀戀經	失譯	1
	1678	1060	(言)	1061	(言)	佛三身讚	西土賢聖撰　宋 法賢譯	1
	0192	1343	(典)	1344	(典)	佛所行讚	馬鳴菩薩造　北涼 曇無讖譯	5
	0815	0149	(身)	0149	(身)	佛昇忉利天為母說法經	西晉 竺法護譯	3
	2029	1325	(既)	1326	(既)	佛使比丘迦旃延說法沒盡偈百二十章	失譯	1
	0499	0700	(敬)	0701	(敬)	佛為阿支羅迦葉自化作苦經	失譯	1
景05	0599	0452	(景)	0453	(景)	佛為海龍王說法印經	唐 義淨譯	1
	0075	0602	(善)	0603	(善)	佛為黃竹園老婆羅門說學經	失譯	1
當06	0502	0742	(當)	0743	(當)	佛為年少比丘說正事經	西晉 法炬譯	1
	0601	0834	(盡)	0835	(盡)	佛為娑伽羅龍王所說大乘經	宋 施護譯	1
才01	0593	0245	(才)	0246	(才)	佛為勝光天子說王法經	唐 義淨譯	1
	0080	0734	(當)	0735	(當)	佛為首迦長者說業報差別經	隋 瞿曇法智譯	1
之01	0524	1000	(之)	1001	(之)	佛為優填王說王法政論經	唐 不空譯	1
匪04	1610	1212	(匪)	1213	(匪)	佛性論	天親菩薩造　陳 真諦譯	4
	1679	1061	(言)	1062	(言)	佛一百八名讚	宋 法天譯	1
明10	0793	1319	(明)	1320	(明)	佛說佛醫經	吳 竺律炎共支越譯	1
跡10	1820	1589	(迹)	1604	(野)	佛遺教經論疏節要	宋 淨源節要　明 袾宏補註	1
	0350	0053	(推)	0053	(推)	佛說遺日摩尼寶經	後漢 支婁迦讖譯	1
羊9	0621	0446	(羊)	0447	(羊)	佛說佛印三昧經	後漢 安世高譯	1
	0832	0386	(短)	0387	(短)	佛語經	元魏 菩提流支譯	1
篤08	0653	1089	(篤)	1090	(篤)	佛藏經	姚秦 鳩摩羅什譯	3
黍06	2036	1629	(畝-黍)	1613	(杳-於)	佛祖歷代通載	元 念常集	22
	2035	1653	(城-碣)			佛祖統紀	宋 志磐撰	54
既09	0795	1326	(既)	1327	(既)	佛治身經	失譯	1
	0065	0567	(緣)	0568	(緣)	伏婬經	西晉 法炬譯	1
	0173	0947	(夙)	0948	(夙)	福力太子因緣經	宋 施護等譯	4
漢03	2115-j1~j3	1522	(漢)	1598	(紫)	輔教編	宋 釋契嵩撰	3
	0684	0756	(當)	0757	(當)	佛說父母恩難報經	後漢 安世高譯	1
	2058	1332	(集)	1333	(集)	付法藏因緣傳	元魏 吉迦夜共曇曜譯	6
潔10	0563	0231	(潔)	0232	(潔)	佛說腹中女聽經	北涼 曇無讖譯	1
孝09	0571	0716	(孝)	0717	(孝)	佛說婦人遇辜經	乞伏秦 聖堅譯	1
	1316	0535	(念)	0536	(念)	佛說甘露經陀羅尼咒	唐 實叉難陀譯	1
藁06	1211	1405	(槁)	1406	(槁)	甘露軍荼利菩薩供養念誦成就儀軌	唐 不空譯	1
城01		1611	(城)			感應歌曲		1
尹04	2059	1482	(伊尹)	1468	(俠槐)	高僧傳	梁 慧皎撰	14
衡10	2060	1485	(佐-衡)	1469	(卿-八)	續高僧傳	唐 道宣撰	30
阜10	2061	1487	(宅曲阜)	1470	(縣家給)	宋高僧傳	宋 贊寧等撰	30
卑04	1458	1121	(尊卑)	1122	(尊卑)	根本薩婆多部律攝	尊者勝友造　唐 義淨譯	14
和10	1453	1125	(和)	1126	(和)	根本說一切有部百一羯磨	唐 義淨譯	10
隨06	1455	1143	(隨)	1144	(隨)	根本說一切有部苾芻尼戒經	唐 義淨譯	1
賤10	1443	1118	(貴賤)	1119	(貴賤)	根本說一切有部苾芻尼毘奈耶	唐 義淨譯	20
	1905	1131	(夫)	1132-t1	(夫)	根本說一切有部苾芻習學略法	元 拔合思巴集	1
夫10	1904	1131	(夫)	1132	(夫)	根本說一切有部出家授近圓羯磨儀範	元 拔合思巴集	1
初09	1454	1104	(初)	1105	(初)	根本說一切有部戒經	唐 義淨譯	1
睦10	1452-s2	1128	(睦)	1129	(睦)	根本說一切有部目得迦	唐 義淨譯	5
睦05	1452-s1	1127	(睦)	1128	(睦)	根本說一切有部尼陀那	唐 義淨譯	5
仕10	1442	1112	(竟-仕)	1113	(竟-仕)	根本說一切有部毘奈耶	唐 義淨譯	50
唱10	1456	1134	(唱)	1135	(唱)	根本說一切有部毘奈耶尼陀那目得迦攝頌	唐 義淨譯	1
殊10	1450	1117	(樂殊)	1118	(樂殊)	根本說一切有部毘奈耶破僧事	唐 義淨譯	20
婦04	1459	1137	(婦)	1138	(婦)	根本說一切有部毘奈耶頌	尊者毘舍佉造　唐 義淨譯	3
去10	1451	1115	(以-去)	1116	(以-去)	根本說一切有部毘奈耶雜事	唐 義淨譯	40
	1457	1135	(唱)	1136	(唱)	根本說一切有部略毘奈耶雜事攝頌	唐 義淨譯	1
輕09	2151	1479	(輕)			古今譯經圖紀	唐 靖邁撰	4
輕10	2152	1480	(輕)			續古今譯經圖紀	唐 智昇撰	1
緣03	0044	0557	(緣)	0558	(緣)	古來世時經	失譯	1
		1651	(密-士)			古尊宿語錄	宋 賾藏主集	48
器10	0649	0419	(器)	0420	(器)	觀察諸法行經	隋 闍那崛多譯	4
量10	0643	0425	(量)	0426	(量)	佛說觀佛三昧海經	東晉 佛陀跋陀羅譯	10
	0452	0199	(貞)	0200	(貞)	佛說觀彌勒菩薩上生兜率天經	宋 沮渠京聲譯	1
貞05	0453	0203	(貞)	0201	(貞)	佛說彌勒下生經	西晉 竺法護譯	1
短05	0277	0389	(短)	0390	(短)	佛說觀普賢菩薩行法經	劉宋 曇無蜜多譯	1
投09	1624	1166	(投)	1167	(投)	觀所緣緣論	陳那菩薩造　唐 玄奘譯	1
	1625	1167	(投)	1168	(投)	觀所緣論釋	護法菩薩造　唐 義淨譯	1
	0371	0390	(短)	0391	(短)	觀世音菩薩授記經	宋 曇無竭譯	1
	1082	0316	(能)	0317	(能)	觀世音菩薩祕密藏如意輪陀羅尼神咒經	唐 實叉難陀譯	1
能04	1083	0317	(能)	0318	(能)	觀世音菩薩如意摩尼陀羅尼經	唐 寶思惟譯	1
貞01	0365	0193	(貞)	0194	(貞)	佛說觀無量壽佛經	宋 [彊-弓]良耶舍譯	1
約03	1750	1551	(約)		(刻)	觀無量壽佛經疏	隋 智顗說	1
約09	1751	1552	(約)	1503	(刻)	觀無量壽佛經疏妙宗鈔	宋 知禮述	6
則09	0259	0822	(則)	0823	(則)	佛說觀想佛母般若波羅蜜多菩薩經	宋 天息災譯	1
	0939	1043	(止)	1044	(止)	佛說大乘觀想曼拏羅淨諸惡趣經	宋 法賢譯	2
刑10	1921	1567	(刑)	1505	(磻)	觀心論疏	隋 灌頂撰	5
弔04	0409	0066	(吊)	0066	(吊)	觀虛空藏菩薩經	劉宋 曇摩蜜多譯	1
知04	1161	0300	(知)	0301	(知)	佛說觀藥王藥上二菩薩經	劉宋 [彊-弓]良耶舍譯	1
遵06	1727	1548	(遵)	1486	(纓)	觀音玄義記	宋 知禮述	4
約02	1729	1550	(遵約)	1482	(振)	觀音義疏記	宋 知禮述	4
遵02	1726	1547	(遵)	1485	(纓)	觀音玄義	隋 智顗說．灌頂記	2
遵08	1728	1549	(遵)	1481	(振)	觀音義疏	隋 智顗說．灌頂記	2
	1102	1406	(槁)	1407	(槁)	金剛頂經多羅菩薩念誦法	唐 不空譯	1
念09	1087	0533	(念)	0534	(念)	觀自在如意輪菩薩瑜伽法要	唐 金剛智譯	1
	1103b	0320	(能)	0321	(能)	觀自在菩薩怛[口*縛]多唎隨心陀羅尼經	唐 智通譯	1
深02	1117	0904	(深)	0905	(深)	佛說觀自在菩薩母陀羅尼經	宋 法賢譯	1
杜06	1085	1386	(杜)	1387	(杜)	觀自在菩薩如意輪念誦儀軌	唐 不空譯	1
	1086	1394	(杜)	1395	(杜)	觀自在菩薩如意輪瑜伽	唐 不空譯	1
輔07	1952	1513	(輔)	1571	(馳)	觀自在菩薩如意輪咒課法	宋 仁岳撰	1
能04	1081	0318	(能)	0319	(能)	佛說觀自在菩薩如意心陀羅尼咒經	唐 義淨譯	1
斯01	1037	0974	(斯)	0975	(斯)	觀自在菩薩說普賢陀羅尼經	唐 不空譯	1
匪10	1623	1221	(匪)	1222	(匪)	觀總相論頌	陳那菩薩造　唐 義淨譯	1
夙06	0218	0944	(夙)	0945	(夙)	灌頂王喻經	宋 施護等譯	1
	0695	0286	(知)	0287	(知)	佛說灌洗佛形像經	西晉 法炬譯	1
	0696	0287	(知)	0288	(知)	佛說摩訶剎頭經	西晉 聖堅譯	1
夙02	0549	0933	(夙)	0934	(夙)	佛說光明童子因緣經	宋 施護譯	4
	0222	0004	(河)	0004	(河)	光讚經	西晉 竺法護譯	10
造10	1570	1181	(造)	1182	(造)	廣百論本	聖天菩薩造　唐 玄奘譯	1
	1571	1190	(廉)	1191	(廉)	大乘廣百論釋論	聖天菩薩本　護法菩薩釋　唐 玄奘譯	10
	0268	0154	(發)	0154	(發)	佛說廣博嚴淨不退轉輪經	宋 智嚴譯	6
	1006	0530	(念)	0531	(念)	廣大寶樓閣善住祕密陀羅尼經	唐 菩提流志譯	3
英03	1676	1368	(英)	1369	(英)	廣大發願頌	龍樹菩薩造　宋 施護等譯	1
	1116	0837	(盡)	0838	(盡)	廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經	宋 施護譯	1
千07	2103	1473	(家-兵)	1473	(高-輦)	廣弘明集	唐 道宣撰	30
疑10	1664	1293	(疑)	1294	(疑)	廣釋菩提心論	蓮華戒菩薩造　宋 施護譯	4
投10	1613	1168	(投)	1169	(投)	大乘廣五蘊論	安慧菩薩造　唐 地婆訶羅譯	1
緣10	0097	0582	(緣)	0583	(緣)	廣義法門經	陳 真諦譯	1
璧09 	0734	0670	(壁)	0671	(壁)	佛說鬼問目連經	後漢 安世高譯	1
當08	1262	0753	(當)	0754	(當)	佛說鬼子母經	失譯	1
弊10	1934	1562	(弊)			國清百錄	隋 灌頂纂	4
	0148	0627	(善)	0628	(善)	國王不梨先泥十夢經	東晉 竺曇無蘭譯	1
	0180	0464	(景)	0465	(景)	過去世佛分衛經	西晉 竺法護譯	1
尺08 	0189	0661	(尺)	0662	(尺)	過去現在因果經	劉宋 求那跋陀羅譯	4
長03	0446b	0400	(長)	0401	(長)	過去莊嚴劫千佛名經	失譯	1
璧06 	0035	0667	(壁)	0668	(壁)	海八德經	後秦 鳩摩羅什譯	1
景04	0598	0451	(景)	0452	(景)	佛說海龍王經	西晉 竺法護譯	4
似09	0400	0970	(似)	0971	(似)	佛說海意菩薩所問淨印法門經	宋 惟淨等譯	18
	1261	1441	(隸)	1442	(隸)	訶利帝母真言經	唐 不空譯	1
	0538	0714	(孝)	0715	(孝)	佛說呵雕阿那鋡經	東晉 竺曇無蘭譯	1
被08	0664	0126	(被)	0126	(被)	合部金光明經	隋 寶貴合	8
敬09	0583	0698	(敬)	0699	(敬)	佛說黑氏梵志經	吳 支謙譯	1
善04	0033	0594	(善)	0595	(善)	恒水經	西晉 法炬譯	1
縣04	2102	1471	(八縣)	1472	(千兵)	弘明集	梁 僧祐撰	14
旦10	2114	1494	(旦)	1603	(野)	護法論	宋 張商英述	1
薄05	0069	0923	(薄)	0924	(薄)	護國經	宋 法賢譯	1
臨06	0321	0867	(臨)	0868	(臨)	佛說護國尊者所問大乘經	宋 施護譯	4
當07	0748	0748	(當)	0749	(當)	佛說護淨經	失譯	1
罔06	1139	0366	(罔)	0367	(罔)	護命法門神咒經	唐 菩提流志譯	1
桓10	1901	1500	(桓)	1543	(俊)	護命放生軌儀法	唐 義淨撰	1
	1028A	0483	(行)	0484	(行)	佛說護諸童子陀羅尼經	元魏 菩提流支譯	1
	1359	0851	(命)	0852	(命)	佛說花積樓閣陀羅尼經	宋 施護譯	1
能10	1356	0332	(能)	0333	(能)	佛說華積陀羅尼神咒經	吳 支謙譯	1
	1358	0334	(能)	0335	(能)	佛說花聚陀羅尼咒經	失譯	1
欲10	0657	0420	(欲)	0421	(欲)	佛說華手經	姚秦 鳩摩羅什譯	10
	1884	1588	(迹)	1566	(沙)	註華嚴法界觀門	唐 宗密註	1
	1885	1648	(史)			註華嚴經題法界觀門頌	宋 本嵩述．琮湛註	2
百02	1883	1590	(百)	1522	(宅)	華嚴法界玄鏡	唐 澄觀述	2
	1880	1594	(百)	1521	(宅)	金師子章雲間類解	唐 法藏撰．宋 淨源述	1
遐10	0278	0083	(湯-垂)	0083	(湯-垂)	大方廣佛華嚴經	東晉 佛馱跋陀羅譯	60
遐10	0279	0084	(拱-臣)	0084	(拱-臣)	大方廣佛華嚴經	唐 實叉難陀譯	80
壹02	0300	0092	(壹)	0092	(壹)	大方廣佛華嚴經不思議佛境界分	唐 提雲般若譯	1
